Year,Carrier Airline Code,Carrier Name,Airport,Airport Name,Total Arriving Flights,Flights Delay More Than 15 Min,Carrier Delay Count,Weather Delay,NAS Delay Count,Security Delay,Late Aircraft Delay,Cancelled Arriving Flight,Arrival Flight Diverted,Total Arrival Delay,Avg Carrier Delay,Avg Weather Delay,Avg NAS Delay,Avg Security Delay,Avg Late Aircraft Delay,Month
2024,WN,Southwest Airlines,SBA,"Santa Barbara, CA: Santa Barbara Municipal",132,23,7.7,0,3.5,0,11.81,0,2,1369,349,0,187,0,833,September
2024,WN,Southwest Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",376,70,30.71,0,16.2,0,23.09,2,0,3093,1662,0,468,0,963,September
2024,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",849,233,56.73,0.54,113.57,0,62.15,0,2,8541,2053,32,3608,0,2848,September
2024,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",672,194,46.84,1.83,85.33,0,60.01,0,2,8154,1693,226,3356,0,2879,September
2024,WN,Southwest Airlines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2435,360,84.15,1.11,42.33,0.77,231.64,9,0,17805,4537,38,1347,16,11867,September
2024,WN,Southwest Airlines,SJU,"San Juan, PR: Luis Munoz Marin International",253,36,16.48,0,6.34,1,12.18,1,0,1709,896,0,196,42,575,September
2024,WN,Southwest Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",959,120,45.56,1,27.14,0,46.29,1,2,5669,2336,28,832,0,2473,September
2024,WN,Southwest Airlines,SMF,"Sacramento, CA: Sacramento International",2587,399,102.54,0.18,53.67,1,241.61,10,1,18693,4486,11,2023,23,12150,September
2024,WN,Southwest Airlines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1167,141,33.93,0,20.84,0,86.23,3,0,5978,1519,0,621,0,3838,September
2024,WN,Southwest Airlines,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",228,22,11.28,0.85,3.6,0,6.26,9,0,660,377,41,95,0,147,September
2024,WN,Southwest Airlines,STL,"St. Louis, MO: St Louis Lambert International",3428,362,118.74,5.05,46.12,1.2,190.89,11,1,15941,5504,408,1414,30,8585,September
2024,WN,Southwest Airlines,TPA,"Tampa, FL: Tampa International",1618,223,80.08,1.85,51.39,0,89.68,73,7,10441,4021,96,2126,0,4198,September
2024,WN,Southwest Airlines,TUL,"Tulsa, OK: Tulsa International",440,76,31.61,0.41,6.64,0,37.34,0,0,3605,1589,13,206,0,1797,September
2024,WN,Southwest Airlines,TUS,"Tucson, AZ: Tucson International",329,64,14.28,0,7.69,0,42.02,0,1,3164,698,0,337,0,2129,September
2024,WN,Southwest Airlines,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",178,27,10.05,0,6.34,0,10.61,0,0,1428,730,0,259,0,439,September
2024,WN,Southwest Airlines,ABQ,"Albuquerque, NM: Albuquerque International Sunport",976,222,67.18,1.27,27.37,0.75,125.43,0,0,10606,3146,191,1168,40,6061,August
2024,WN,Southwest Airlines,ALB,"Albany, NY: Albany International",330,112,43.6,3.69,18.6,1,45.11,1,2,5936,2185,427,962,32,2330,August
2024,WN,Southwest Airlines,AMA,"Amarillo, TX: Rick Husband Amarillo International",160,32,16.33,0,3.41,0,12.26,0,0,1273,711,0,111,0,451,August
2024,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2596,468,133.16,14.86,100.35,2.62,217.01,46,3,26942,7523,1101,4468,77,13773,August
2024,WN,Southwest Airlines,AUS,"Austin, TX: Austin - Bergstrom International",2963,556,162.44,11.08,96.38,2,284.1,12,5,27866,7310,721,3862,38,15935,August
2024,WN,Southwest Airlines,BDL,"Hartford, CT: Bradley International",379,97,30.41,2.69,19.07,0,44.83,2,1,6442,2159,111,1047,0,3125,August
2024,WN,Southwest Airlines,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",326,76,22.94,0.92,10.68,0,41.46,3,0,4658,1140,79,744,0,2695,August
2024,WN,Southwest Airlines,BLI,"Bellingham, WA: Bellingham International",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,August
2024,WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",4403,763,223.04,20.45,91.55,1.5,426.45,39,3,42486,12099,1443,4269,83,24592,August
2024,WN,Southwest Airlines,BOI,"Boise, ID: Boise Air Terminal",424,87,28.63,0.7,11.26,0,46.4,0,0,3520,1087,80,363,0,1990,August
2024,WN,Southwest Airlines,BOS,"Boston, MA: Logan International",644,218,61.58,10.22,76.08,0.7,69.43,11,3,16492,3973,1460,7177,30,3852,August
2024,WN,Southwest Airlines,BUF,"Buffalo, NY: Buffalo Niagara International",475,135,46.47,5.67,30.91,1.22,50.72,2,2,8529,2988,359,1834,53,3295,August
2024,WN,Southwest Airlines,BUR,"Burbank, CA: Bob Hope",1661,256,83.22,2,28.24,0,142.54,16,1,12927,3973,73,995,0,7886,August
2024,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",6459,1471,309.44,37.1,556.76,4.62,563.08,148,32,90889,18324,4329,33177,142,34917,August
2024,WN,Southwest Airlines,BZN,"Bozeman, MT: Bozeman Yellowstone International",205,41,15.41,0,4.22,0.92,20.46,0,0,2285,637,0,146,54,1448,August
2024,WN,Southwest Airlines,CHS,"Charleston, SC: Charleston AFB/International",296,67,24.23,1.38,13.01,0.78,27.6,14,0,3354,800,96,703,38,1717,August
2024,WN,Southwest Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",450,110,47.65,2.17,14.99,0,45.18,4,0,6056,2310,403,799,0,2544,August
2024,WN,Southwest Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",285,77,23.71,1.58,20.49,0,31.22,1,2,3734,784,115,837,0,1998,August
2024,WN,Southwest Airlines,CMH,"Columbus, OH: John Glenn Columbus International",934,223,74.37,10.85,28.64,0,109.14,5,2,15192,4497,1157,1525,0,8013,August
2024,WN,Southwest Airlines,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",400,109,38.36,0.59,16.88,0,53.18,0,2,5073,1854,24,605,0,2590,August
2024,WN,Southwest Airlines,CRP,"Corpus Christi, TX: Corpus Christi International",83,11,1.44,0,0,0,9.56,0,0,637,105,0,0,0,532,August
2024,WN,Southwest Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",176,38,14.83,0,4.88,0,18.29,1,0,2007,733,0,410,0,864,August
2024,WN,Southwest Airlines,DAL,"Dallas, TX: Dallas Love Field",5692,1062,288.69,26.95,252.33,13.91,480.12,40,2,56198,14966,2256,10193,542,28241,August
2024,WN,Southwest Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",1324,258,66.92,3.2,99.31,1.23,87.34,15,5,15358,4212,139,5805,33,5169,August
2024,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",7980,1622,398.97,46.58,508.94,3.64,663.88,31,30,90007,21825,3267,26967,206,37742,August
2024,WN,Southwest Airlines,DSM,"Des Moines, IA: Des Moines International",150,31,12.43,0.17,5.75,0,12.65,0,1,1629,555,9,248,0,817,August
2024,WN,Southwest Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",358,87,40.82,0.89,17.37,0.9,27.02,4,1,3405,1563,42,701,19,1080,August
2024,WN,Southwest Airlines,ECP,"Panama City, FL: Northwest Florida Beaches International",336,58,18.71,0.19,12.05,0,27.06,1,0,2776,1203,21,320,0,1232,August
2024,WN,Southwest Airlines,ELP,"El Paso, TX: El Paso International",755,133,54.34,0.85,9.2,0,68.62,2,1,6926,2612,88,455,0,3771,August
2024,WN,Southwest Airlines,EUG,"Eugene, OR: Mahlon Sweet Field",123,24,8.01,0,0.99,0,15,0,0,998,341,0,27,0,630,August
2024,WN,Southwest Airlines,FAT,"Fresno, CA: Fresno Yosemite International",123,19,5.7,0,2.37,0,10.93,0,0,685,152,0,68,0,465,August
2024,WN,Southwest Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",931,247,82.24,6.75,62.81,2.52,92.68,31,6,14627,4925,740,3486,52,5424,August
2024,WN,Southwest Airlines,GEG,"Spokane, WA: Spokane International",356,75,25.57,0.41,8.4,0,40.62,0,0,3896,1681,40,259,0,1916,August
2024,WN,Southwest Airlines,GRR,"Grand Rapids, MI: Gerald R. Ford International",166,34,14.67,0,6.78,0,12.55,0,0,1756,619,0,347,0,790,August
2024,WN,Southwest Airlines,GSP,"Greer, SC: Greenville-Spartanburg International",135,31,10.02,1.2,3.2,0,16.59,2,0,1987,920,52,172,0,843,August
2024,WN,Southwest Airlines,HDN,"Hayden, CO: Yampa Valley",31,2,1,0,1,0,0,0,0,52,19,0,33,0,0,August
2024,WN,Southwest Airlines,HNL,"Honolulu, HI: Daniel K Inouye International",1212,93,36.01,0,16.57,0,40.42,9,28,4198,1827,0,447,0,1924,August
2024,WN,Southwest Airlines,HOU,"Houston, TX: William P Hobby",4278,788,241.23,22.94,136.52,5.17,382.15,32,15,42533,13525,1651,5046,239,22072,August
2024,WN,Southwest Airlines,HRL,"Harlingen/San Benito, TX: Valley International",200,32,9.45,0.56,1.59,0,20.4,0,0,2138,555,59,65,0,1459,August
2024,WN,Southwest Airlines,IAD,"Washington, DC: Washington Dulles International",110,27,11.01,0,8.98,0,7.01,0,2,1045,378,0,349,0,318,August
2024,WN,Southwest Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",48,8,4.34,0,0.43,0,3.23,0,0,459,190,0,17,0,252,August
2024,WN,Southwest Airlines,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",151,30,6.99,0.14,3.9,1.75,17.21,0,1,1927,598,19,178,44,1088,August
2024,WN,Southwest Airlines,IND,"Indianapolis, IN: Indianapolis International",822,202,53.82,5.21,35.55,0,107.42,8,0,12419,3414,721,1452,0,6832,August
2024,WN,Southwest Airlines,ISP,"Islip, NY: Long Island MacArthur",227,74,26.48,4.46,12.3,0,30.77,1,0,5155,1587,418,835,0,2315,August
2024,WN,Southwest Airlines,ITO,"Hilo, HI: Hilo International",155,35,6.48,0,3.25,0,25.27,6,0,1695,260,0,92,0,1343,August
2024,WN,Southwest Airlines,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",120,27,8.72,1.39,2.18,0,14.71,0,1,1373,341,55,201,0,776,August
2024,WN,Southwest Airlines,JAX,"Jacksonville, FL: Jacksonville International",402,98,32.77,1.74,22,0,41.49,16,1,4970,1387,50,962,0,2571,August
2024,WN,Southwest Airlines,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",286,23,14.1,0,3.11,0,5.78,1,13,960,647,0,93,0,220,August
2024,WN,Southwest Airlines,LAS,"Las Vegas, NV: Harry Reid International",7194,1420,336.37,22.37,437.15,4.23,619.88,20,1,76864,17305,1342,22343,129,35745,August
2024,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2215,415,135.89,5.66,28.96,0,244.5,9,1,21428,6409,431,999,0,13589,August
2024,WN,Southwest Airlines,LBB,"Lubbock, TX: Lubbock Preston Smith International",221,36,10.4,0,2.96,1,21.64,0,0,1868,517,0,131,61,1159,August
2024,WN,Southwest Airlines,LGA,"New York, NY: LaGuardia",987,236,64.7,2.91,104.66,1,62.72,59,17,13985,3601,301,7023,85,2975,August
2024,WN,Southwest Airlines,LGB,"Long Beach, CA: Long Beach Airport",1288,155,63.28,0,10.26,0,81.46,0,1,6561,2679,0,382,0,3500,August
2024,WN,Southwest Airlines,LIH,"Lihue, HI: Lihue Airport",283,33,9.35,0,10.03,0,13.62,0,12,1584,460,0,277,0,847,August
2024,WN,Southwest Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",202,32,11.01,0,5.22,0,15.77,0,1,1275,317,0,178,0,780,August
2024,WN,Southwest Airlines,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",299,48,11.31,0.94,7.83,1,26.92,0,0,2502,793,51,298,25,1335,August
2024,WN,Southwest Airlines,MCI,"Kansas City, MO: Kansas City International",2046,409,131.06,9.86,53.01,1.44,213.63,7,1,21125,6191,867,2047,103,11917,August
2024,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3241,823,216.59,21.88,258.36,1.99,324.19,80,12,50206,13770,1580,13195,68,21593,August
2024,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",6509,1196,339.11,37.54,251.53,3.6,564.22,54,18,69712,19514,4075,11628,114,34381,August
2024,WN,Southwest Airlines,MEM,"Memphis, TN: Memphis International",277,73,23.59,3.45,14.05,0,31.92,2,0,3509,1062,213,657,0,1577,August
2024,WN,Southwest Airlines,MHT,"Manchester, NH: Manchester Boston Regional",258,64,22.45,1,10.1,0,30.45,1,0,3947,1562,24,622,0,1739,August
2024,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",366,108,30.08,1.5,49.99,0.42,26.01,10,8,6938,2073,353,2545,11,1956,August
2024,WN,Southwest Airlines,MKE,"Milwaukee, WI: General Mitchell International",779,189,54.09,5.11,30.41,0,99.39,6,2,10344,2494,281,1766,0,5803,August
2024,WN,Southwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",617,163,28.49,4.33,61.84,0,68.33,3,1,8264,1453,291,2728,0,3792,August
2024,WN,Southwest Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1425,332,102.7,9.23,50.84,0.52,168.71,11,1,17617,5062,1092,2062,15,9386,August
2024,WN,Southwest Airlines,MTJ,"Montrose/Delta, CO: Montrose Regional",32,2,1.88,0,0,0,0.13,0,0,49,47,0,0,0,2,August
2024,WN,Southwest Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",244,54,15.43,0.81,22.46,0,15.29,11,1,3341,742,91,1299,0,1209,August
2024,WN,Southwest Airlines,OAK,"Oakland, CA: Metro Oakland International",2960,524,160.18,5.37,62.32,1,295.13,11,0,25370,7340,608,2006,17,15399,August
2024,WN,Southwest Airlines,OGG,"Kahului, HI: Kahului Airport",530,38,15.44,0,12.21,0,10.35,2,16,1509,826,0,302,0,381,August
2024,WN,Southwest Airlines,OKC,"Oklahoma City, OK: Will Rogers World",621,147,44.86,1.97,11.73,0.07,88.37,0,0,7306,1984,188,554,5,4575,August
2024,WN,Southwest Airlines,OMA,"Omaha, NE: Eppley Airfield",634,142,47,0.99,19.43,0,74.58,1,1,7441,2186,128,829,0,4298,August
2024,WN,Southwest Airlines,ONT,"Ontario, CA: Ontario International",983,143,48.12,0.74,7.86,0,86.29,1,0,6639,2432,28,239,0,3940,August
2024,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",433,111,24.69,0.38,38.23,0,47.7,1,0,5346,1166,59,1676,0,2445,August
2024,WN,Southwest Airlines,ORF,"Norfolk, VA: Norfolk International",302,85,32.05,0,19.99,0,32.97,4,1,3791,1255,0,1074,0,1462,August
2024,WN,Southwest Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",174,64,19.45,1.69,20.3,0,22.57,2,1,4532,935,264,1564,0,1769,August
2024,WN,Southwest Airlines,PDX,"Portland, OR: Portland International",944,186,63.87,4.47,25.85,1.25,90.56,0,1,10174,2964,503,864,76,5767,August
2024,WN,Southwest Airlines,PHL,"Philadelphia, PA: Philadelphia International",478,124,32.65,3.69,57.33,0.85,29.47,3,3,7843,1912,277,3472,108,2074,August
2024,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5483,950,274.56,18.29,136.67,2.89,517.59,29,10,49664,13145,1439,6105,153,28822,August
2024,WN,Southwest Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",882,222,69.79,9.5,43.55,1.21,97.95,9,0,11658,3574,578,2025,40,5441,August
2024,WN,Southwest Airlines,PNS,"Pensacola, FL: Pensacola International",241,34,6.88,0,7.06,1,19.06,0,0,1497,362,0,221,103,811,August
2024,WN,Southwest Airlines,PSP,"Palm Springs, CA: Palm Springs International",120,30,12.75,0,1.88,0,15.37,0,0,1312,573,0,58,0,681,August
2024,WN,Southwest Airlines,PVD,"Providence, RI: Rhode Island Tf Green International",471,129,41.85,4.28,24.85,1.79,56.23,7,1,7293,2098,236,1566,48,3345,August
2024,WN,Southwest Airlines,PWM,"Portland, ME: Portland International Jetport",185,44,21.26,1.18,6.03,0,15.53,2,0,2591,946,298,694,0,653,August
2024,WN,Southwest Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",766,194,72.45,8.86,40.16,0,72.53,3,7,9493,2820,656,1933,0,4084,August
2024,WN,Southwest Airlines,RIC,"Richmond, VA: Richmond International",183,51,20.15,0,11.38,0,19.48,0,0,3099,843,0,482,0,1774,August
2024,WN,Southwest Airlines,RNO,"Reno, NV: Reno/Tahoe International",797,161,49.73,0,16.45,0,94.82,0,0,8312,2469,0,546,0,5297,August
2024,WN,Southwest Airlines,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",160,51,29.4,0,8.11,0,13.5,4,0,2775,1356,0,513,0,906,August
2024,WN,Southwest Airlines,RSW,"Fort Myers, FL: Southwest Florida International",399,82,29.6,1.56,24.91,0,25.93,12,1,5782,1693,182,1355,0,2552,August
2024,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3016,627,166.18,5.96,160.91,1.38,292.57,5,2,29803,7823,457,5922,52,15549,August
2024,WN,Southwest Airlines,SAT,"San Antonio, TX: San Antonio International",1357,263,82.77,3.19,31.42,0.12,145.5,6,1,12722,3867,399,1215,6,7235,August
2024,WN,Southwest Airlines,SAV,"Savannah, GA: Savannah/Hilton Head International",256,53,15.51,1.49,12.29,0,23.72,12,0,2409,896,124,450,0,939,August
2024,WN,Southwest Airlines,SBA,"Santa Barbara, CA: Santa Barbara Municipal",144,27,9.58,0,1.65,0,15.77,0,2,1479,539,0,64,0,876,August
2024,WN,Southwest Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",400,98,34.61,0.26,14.32,0,48.81,2,0,5465,2014,19,566,0,2866,August
2024,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",874,281,65.5,3.79,117.88,0.87,92.96,1,3,13027,3025,380,4565,52,5005,August
2024,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",681,216,56.74,3.39,76.21,1.31,78.35,0,0,10335,3277,220,2575,26,4237,August
2024,WN,Southwest Airlines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2509,398,104.16,2.92,37.84,1.63,251.45,12,0,19367,4466,307,1217,42,13335,August
2024,WN,Southwest Airlines,SJU,"San Juan, PR: Luis Munoz Marin International",294,94,31.17,4.67,27.51,0.4,30.25,3,0,5292,1644,291,1579,12,1766,August
2024,WN,Southwest Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",998,200,62.67,4.51,43.86,0.95,88,2,5,10247,3271,287,1828,35,4826,August
2024,WN,Southwest Airlines,SMF,"Sacramento, CA: Sacramento International",2677,478,124.57,2.22,49.66,0,301.55,5,1,23547,6214,172,1570,0,15591,August
2024,WN,Southwest Airlines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1205,182,59.3,0,7.23,0,115.47,4,0,9109,3039,0,313,0,5757,August
2024,WN,Southwest Airlines,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",252,57,16.37,1.45,19.98,0,19.19,9,1,3366,818,202,1223,0,1123,August
2024,WN,Southwest Airlines,STL,"St. Louis, MO: St Louis Lambert International",3588,598,187.48,10.73,102.43,7.6,289.76,28,2,34261,11348,947,4540,206,17220,August
2024,WN,Southwest Airlines,SYR,"Syracuse, NY: Syracuse Hancock International",15,9,4.63,0,0.97,0,3.4,0,0,688,223,0,91,0,374,August
2024,WN,Southwest Airlines,TPA,"Tampa, FL: Tampa International",1748,403,123.93,6.89,121.08,0,151.09,49,11,26361,8185,977,7739,0,9460,August
2024,WN,Southwest Airlines,TUL,"Tulsa, OK: Tulsa International",462,115,38.47,0,16.73,1,58.8,0,1,5817,1789,0,686,51,3291,August
2024,WN,Southwest Airlines,TUS,"Tucson, AZ: Tucson International",339,76,20.84,0.19,8.99,0.26,45.72,0,1,3809,777,5,243,12,2772,August
2024,WN,Southwest Airlines,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",186,30,11.96,0,5.37,1,11.67,0,1,1406,498,0,113,41,754,August
